Time (s),Voltage (V)
26.0298030934781,0.713888227939606
26.0350030933468,0.712723672389984
26.0406030932052,0.711711823940277
26.0476030930285,0.710623621940613
26.0524030929072,0.709592640399933
26.0584030927556,0.708523571491242
26.0654030925788,0.707473516464233
26.0710030924373,0.706442594528198
26.0774030922757,0.70539253950119
26.0834030921241,0.704323410987854
26.0906030919422,0.703254342079163
26.0968030917856,0.702166080474854
26.1036030916138,0.701154232025146
26.1108030914319,0.700066030025482
26.1174030912652,0.698977828025818
26.125803091053,0.697927832603455
26.1326030908812,0.696877777576447
26.1392030907145,0.695846855640411
26.1478030904972,0.694758653640747
26.1546030903254,0.69374680519104
26.1622030901334,0.692715883255005
26.1698030899414,0.691704034805298
26.1778030897393,0.690673053264618
26.1856030895423,0.689623057842255
26.1928030893604,0.688592135906219
26.202003089128,0.687427520751953
26.2114030888905,0.686358392238617
26.2206030886581,0.685251116752625
26.2296030884308,0.684181988239288
26.2380030882186,0.683170139789581
26.2472030879862,0.682120144367218
26.2548030877942,0.681051015853882
26.2650030875365,0.680000960826874
26.2742030873041,0.678970038890839
26.2832030870767,0.677958190441132
26.2920030868544,0.676927268505096
26.3022030865967,0.67576265335083
26.312603086334,0.674693584442139
26.3236030860561,0.673624455928802
26.3332030858136,0.672612607479095
26.3404030856317,0.671600759029388
26.3518030853437,0.67055070400238
26.3632030850558,0.669481575489044
26.373603084793,0.668412506580353
26.3848030845101,0.667400658130646
26.3944030842676,0.666312456130981
26.4066030839594,0.665300607681274
26.4168030837017,0.664250552654266
26.4280030834188,0.66318142414093
26.4390030831409,0.662150502204895
26.4502030828579,0.661100447177887
26.4622030825547,0.660050451755524
26.4740030822567,0.659038603305817
26.4848030819839,0.65796947479248
26.495803081706,0.656938552856445
26.5086030813826,0.655869424343109
26.5200030810947,0.654819369316101
26.5322030807865,0.653788447380066
26.5430030805136,0.652757525444031
26.5556030801953,0.651726603507996
26.5692030798518,0.650638401508331
26.5826030795132,0.649550139904022
26.5946030792101,0.648385584354401
26.6106030788059,0.647373735904694
26.6224030785078,0.646342813968658
26.6346030781996,0.645235478878021
26.6492030778308,0.644204556941986
26.6608030775377,0.64313542842865
26.6738030772093,0.642085433006287
26.6890030768254,0.641035377979279
26.7024030764868,0.640023529529572
26.7140030761938,0.638992607593536
26.7302030757846,0.637847125530243
26.7444030754258,0.63673985004425
26.759203075052,0.635575234889984
26.7746030746628,0.63448703289032
26.7906030742587,0.633456110954285
26.8032030739404,0.63242518901825
26.8182030735615,0.631413340568542
26.8324030732028,0.630286931991577
26.8488030727885,0.629160523414612
26.86180307246,0.628129601478577
26.8780030720508,0.62711775302887
26.8932030716668,0.625991344451904
26.9098030712475,0.624979496002197
26.9214030709544,0.623910367488861
26.9392030705048,0.622822165489197
26.9546030701157,0.62181031703949
26.9712030696964,0.620741248130798
26.9856030693326,0.619710266590118
27.0002030689638,0.618698418140411
27.0156030685747,0.617686569690704
27.0308030681908,0.616674721240997
